"automated_textmining","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.439","0.065","0.453","0.0","457.1215138733984","0.0","0","0.0","interacts with","CENPF (interacts with) NQO1","0","false","interacts with","CENPF (interacts with) NQO1"
"0.462","0.902","0.945","0.0","33.983551678287","0.0","0","0.0","interacts with","CENPF (interacts with) KIF15","0","false","interacts with","CENPF (interacts with) KIF15"
"0.298","0.255","0.943","0.9","193.64441556902642","0.0","0","0.0","interacts with","CENPF (interacts with) SKA2","0","false","interacts with","CENPF (interacts with) SKA2"
"0.415","0.0","0.414","0.0","338.60189127176415","0.0","0","0.0","interacts with","CENPF (interacts with) IL21R","0","false","interacts with","CENPF (interacts with) IL21R"
"0.611","0.819","0.992","0.9","79.6540363529564","0.0","0","0.0","interacts with","CENPF (interacts with) FOXM1","0","false","interacts with","CENPF (interacts with) FOXM1"
"0.465","0.915","0.952","0.0","92.91434924489238","0.0","0","0.0","interacts with","CENPF (interacts with) RRM2","0","false","interacts with","CENPF (interacts with) RRM2"
"0.336","0.801","0.862","0.0","135.30932308155448","0.0","0","0.0","interacts with","CENPF (interacts with) EXO1","0","false","interacts with","CENPF (interacts with) EXO1"
"0.347","0.139","0.415","0.0","372.89807316273914","0.0","0","0.0","interacts with","CENPF (interacts with) GAS2L3","0","false","interacts with","CENPF (interacts with) GAS2L3"
"0.505","0.0","0.505","0.0","838.7002322631671","0.0","0","0.0","interacts with","CENPF (interacts with) PLAU","0","false","interacts with","CENPF (interacts with) PLAU"
"0.229","0.464","0.569","0.0","30.30140589618489","0.0","0","0.0","interacts with","CENPF (interacts with) UHRF1","0","false","interacts with","CENPF (interacts with) UHRF1"
"0.462","0.272","0.591","0.0","30.746311184478444","0.0","0","0.0","interacts with","CENPF (interacts with) SPC24","0","false","interacts with","CENPF (interacts with) SPC24"
"0.652","0.0","0.653","0.0","173.757752861813","0.0","0","0.0","interacts with","CENPF (interacts with) NUMA1","0","false","interacts with","CENPF (interacts with) NUMA1"
"0.203","0.68","0.734","0.0","18.294818298837605","0.0","0","0.0","interacts with","CENPF (interacts with) FAM83D","0","false","interacts with","CENPF (interacts with) FAM83D"
"0.311","0.657","0.754","0.0","42.78243933108994","0.0","0","0.0","interacts with","CENPF (interacts with) RAD54L","0","false","interacts with","CENPF (interacts with) RAD54L"
"0.214","0.721","0.772","0.0","20.033183569117192","0.0","0","0.0","interacts with","CENPF (interacts with) E2F8","0","false","interacts with","CENPF (interacts with) E2F8"
"0.321","0.706","0.792","0.0","17.80808230425452","0.0","0","0.0","interacts with","CENPF (interacts with) MCM10","0","false","interacts with","CENPF (interacts with) MCM10"
"0.515","0.809","0.926","0.0","67.19541348674373","0.27","0","0.0","interacts with","CENPF (interacts with) KIF14","0","false","interacts with","CENPF (interacts with) KIF14"
"0.205","0.915","0.93","0.0","23.591113083850036","0.0","0","0.0","interacts with","CENPF (interacts with) CKAP2","0","false","interacts with","CENPF (interacts with) CKAP2"
"0.376","0.894","0.931","0.0","18.725630727367264","0.0","0","0.0","interacts with","CENPF (interacts with) HJURP","0","false","interacts with","CENPF (interacts with) HJURP"
"0.459","0.88","0.932","0.0","49.189261035510256","0.0","0","0.0","interacts with","CENPF (interacts with) HMMR","0","false","interacts with","CENPF (interacts with) HMMR"
"0.608","0.856","0.941","0.0","55.87957104071603","0.0","0","0.0","interacts with","CENPF (interacts with) PTTG1","0","false","interacts with","CENPF (interacts with) PTTG1"
"0.325","0.928","0.949","0.0","17.571453192700606","0.0","0","0.0","interacts with","CENPF (interacts with) DEPDC1","0","false","interacts with","CENPF (interacts with) DEPDC1"
"0.459","0.916","0.952","0.0","17.48244379523578","0.0","0","0.0","interacts with","CENPF (interacts with) PBK","0","false","interacts with","CENPF (interacts with) PBK"
"0.656","0.893","0.961","0.0","42.86727473512463","0.0","0","0.0","interacts with","CENPF (interacts with) NEK2","0","false","interacts with","CENPF (interacts with) NEK2"
"0.522","0.926","0.963","0.0","19.91172743651722","0.0","0","0.0","interacts with","CENPF (interacts with) KIF20A","0","false","interacts with","CENPF (interacts with) KIF20A"
"0.52","0.933","0.966","0.0","23.09319493600045","0.0","0","0.0","interacts with","CENPF (interacts with) CEP55","0","false","interacts with","CENPF (interacts with) CEP55"
"0.517","0.935","0.967","0.0","37.300394143153696","0.0","0","0.0","interacts with","CENPF (interacts with) TTK","0","false","interacts with","CENPF (interacts with) TTK"
"0.641","0.963","0.986","0.0","112.30928630754254","0.0","0","0.0","interacts with","CENPF (interacts with) TOP2A","0","false","interacts with","CENPF (interacts with) TOP2A"
"0.359","0.521","0.68","0.0","62.28300827343452","0.0","0","0.0","interacts with","CEP55 (interacts with) MYBL2","0","false","interacts with","CEP55 (interacts with) MYBL2"
"0.473","0.741","0.858","0.0","12.413438091612537","0.0","0","0.0","interacts with","CEP55 (interacts with) NCAPH","0","false","interacts with","CEP55 (interacts with) NCAPH"
"0.0","0.687","0.687","0.0","17.869160629068347","0.0","0","0.0","interacts with","CEP55 (interacts with) MND1","0","false","interacts with","CEP55 (interacts with) MND1"
"0.574","0.937","0.972","0.0","15.302522864407033","0.0","0","0.0","interacts with","CEP55 (interacts with) DLGAP5","0","false","interacts with","CEP55 (interacts with) DLGAP5"
"0.376","0.923","0.95","0.0","23.974194366511025","0.0","0","0.0","interacts with","CEP55 (interacts with) NCAPG","0","false","interacts with","CEP55 (interacts with) NCAPG"
"0.466","0.957","0.976","0.0","12.504207713597541","0.056","0","0.0","interacts with","CEP55 (interacts with) KIF11","0","false","interacts with","CEP55 (interacts with) KIF11"
"0.399","0.91","0.944","0.0","11.287444091528616","0.0","0","0.0","interacts with","CEP55 (interacts with) NDC80","0","false","interacts with","CEP55 (interacts with) NDC80"
"0.17","0.682","0.725","0.0","20.34733589324757","0.0","0","0.0","interacts with","CEP55 (interacts with) MCM4","0","false","interacts with","CEP55 (interacts with) MCM4"
"0.72","0.0","0.72","0.0","336.4623174785123","0.0","0","0.0","interacts with","CEP55 (interacts with) PDCD6","0","false","interacts with","CEP55 (interacts with) PDCD6"
"0.231","0.608","0.686","0.0","31.23670343737297","0.0","0","0.0","interacts with","CEP55 (interacts with) DEPDC1B","0","false","interacts with","CEP55 (interacts with) DEPDC1B"
"0.601","0.83","0.929","0.0","62.37712999855101","0.0","0","0.0","interacts with","CEP55 (interacts with) NUF2","0","false","interacts with","CEP55 (interacts with) NUF2"
"0.141","0.687","0.719","0.0","4.905323193737395","0.0","0","0.0","interacts with","CEP55 (interacts with) SPC25","0","false","interacts with","CEP55 (interacts with) SPC25"
"0.498","0.908","0.952","0.0","44.291781887018665","0.0","0","0.0","interacts with","CEP55 (interacts with) MELK","0","false","interacts with","CEP55 (interacts with) MELK"
"0.421","0.859","0.914","0.0","13.490173999482964","0.0","0","0.0","interacts with","CEP55 (interacts with) TPX2","0","false","interacts with","CEP55 (interacts with) TPX2"
"0.23","0.804","0.843","0.0","16.36690729882055","0.0","0","0.0","interacts with","CEP55 (interacts with) SHCBP1","0","false","interacts with","CEP55 (interacts with) SHCBP1"
"0.434","0.892","0.937","0.0","17.767269494029428","0.056","0","0.0","interacts with","CEP55 (interacts with) KIF15","0","false","interacts with","CEP55 (interacts with) KIF15"
"0.583","0.826","0.924","0.0","128.59403936954115","0.0","0","0.0","interacts with","CEP55 (interacts with) FOXM1","0","false","interacts with","CEP55 (interacts with) FOXM1"
"0.562","0.919","0.963","0.0","84.60361459220981","0.0","0","0.0","interacts with","CEP55 (interacts with) RRM2","0","false","interacts with","CEP55 (interacts with) RRM2"
"0.177","0.803","0.831","0.0","86.28381363865607","0.0","0","0.0","interacts with","CEP55 (interacts with) EXO1","0","false","interacts with","CEP55 (interacts with) EXO1"
"0.483","0.871","0.93","0.0","34.184851273542805","0.0","0","0.0","interacts with","CEP55 (interacts with) NEK2","0","false","interacts with","CEP55 (interacts with) NEK2"
"0.476","0.842","0.935","0.0","14.525754103980889","0.281","0","0.0","interacts with","CEP55 (interacts with) KIF14","0","false","interacts with","CEP55 (interacts with) KIF14"
"0.519","0.943","0.971","0.0","22.42445853336644","0.0","0","0.0","interacts with","CEP55 (interacts with) TTK","0","false","interacts with","CEP55 (interacts with) TTK"
"0.307","0.358","0.537","0.0","13.540599766617069","0.0","0","0.0","interacts with","CEP55 (interacts with) SPC24","0","false","interacts with","CEP55 (interacts with) SPC24"
"0.0","0.583","0.583","0.0","8.585560904279234","0.0","0","0.0","interacts with","CEP55 (interacts with) MTFR2","0","false","interacts with","CEP55 (interacts with) MTFR2"
"0.556","0.162","0.612","0.0","170.17002016976866","0.0","0","0.0","interacts with","CEP55 (interacts with) GAS2L3","0","false","interacts with","CEP55 (interacts with) GAS2L3"
"0.322","0.522","0.662","0.0","13.581846116322598","0.0","0","0.0","interacts with","CEP55 (interacts with) UHRF1","0","false","interacts with","CEP55 (interacts with) UHRF1"
"0.124","0.671","0.7","0.0","7.477035106460059","0.0","0","0.0","interacts with","CEP55 (interacts with) E2F8","0","false","interacts with","CEP55 (interacts with) E2F8"
"0.373","0.564","0.715","0.0","4.4123388106146715","0.0","0","0.0","interacts with","CEP55 (interacts with) FAM83D","0","false","interacts with","CEP55 (interacts with) FAM83D"
"0.383","0.669","0.787","0.0","32.740152448708486","0.0","0","0.0","interacts with","CEP55 (interacts with) RAD54L","0","false","interacts with","CEP55 (interacts with) RAD54L"
"0.288","0.785","0.841","0.0","3.8589718423520685","0.0","0","0.0","interacts with","CEP55 (interacts with) MCM10","0","false","interacts with","CEP55 (interacts with) MCM10"
"0.324","0.839","0.887","0.0","5.090586826444613","0.0","0","0.0","interacts with","CEP55 (interacts with) HJURP","0","false","interacts with","CEP55 (interacts with) HJURP"
"0.414","0.86","0.914","0.0","3.914321733185831","0.0","0","0.0","interacts with","CEP55 (interacts with) DEPDC1","0","false","interacts with","CEP55 (interacts with) DEPDC1"
"0.519","0.831","0.915","0.0","38.416512609895456","0.0","0","0.0","interacts with","CEP55 (interacts with) PTTG1","0","false","interacts with","CEP55 (interacts with) PTTG1"
"0.295","0.907","0.931","0.0","44.076626405535656","0.0","0","0.0","interacts with","CEP55 (interacts with) HMMR","0","false","interacts with","CEP55 (interacts with) HMMR"
"0.452","0.887","0.935","0.0","6.083163384249773","0.0","0","0.0","interacts with","CEP55 (interacts with) CKAP2","0","false","interacts with","CEP55 (interacts with) CKAP2"
"0.56","0.924","0.965","0.0","3.6","0.0","0","0.0","interacts with","CEP55 (interacts with) PBK","0","false","interacts with","CEP55 (interacts with) PBK"
"0.617","0.914","0.966","0.0","7.400110635968422","0.059","0","0.0","interacts with","CEP55 (interacts with) KIF20A","0","false","interacts with","CEP55 (interacts with) KIF20A"
"0.529","0.937","0.969","0.0","101.4182720627326","0.0","0","0.0","interacts with","CEP55 (interacts with) TOP2A","0","false","interacts with","CEP55 (interacts with) TOP2A"
"0.473","0.0","0.537","0.0","814.0","0.142","0","0.0","interacts with","CES4A (interacts with) ESD","0","false","interacts with","CES4A (interacts with) ESD"
"0.406","0.069","0.423","0.0","645.624380147504","0.0","0","0.0","interacts with","CHRDL1 (interacts with) MAMDC2","0","false","interacts with","CHRDL1 (interacts with) MAMDC2"
"0.498","0.083","0.52","0.0","1427.7282482839348","0.0","0","0.0","interacts with","CHRDL1 (interacts with) MFAP4","0","false","interacts with","CHRDL1 (interacts with) MFAP4"
"0.156","0.0","0.912","0.9","235.06122182426617","0.0","0","0.0","interacts with","CHST6 (interacts with) OGN","0","false","interacts with","CHST6 (interacts with) OGN"
"0.065","0.0","0.902","0.9","515.8743317590452","0.0","0","0.0","interacts with","CHST6 (interacts with) FMOD","0","false","interacts with","CHST6 (interacts with) FMOD"
"0.122","0.0","0.908","0.9","63.06444641668792","0.0","0","0.0","interacts with","CHST6 (interacts with) OMD","0","false","interacts with","CHST6 (interacts with) OMD"
"0.0","0.559","0.559","0.0","13.684282717723004","0.0","0","0.0","interacts with","CKAP2 (interacts with) NCAPH","0","false","interacts with","CKAP2 (interacts with) NCAPH"
"0.288","0.937","0.953","0.0","14.462443754049808","0.0","0","0.0","interacts with","CKAP2 (interacts with) DLGAP5","0","false","interacts with","CKAP2 (interacts with) DLGAP5"
"0.264","0.782","0.833","0.0","20.75298822986523","0.0","0","0.0","interacts with","CKAP2 (interacts with) NCAPG","0","false","interacts with","CKAP2 (interacts with) NCAPG"
"0.444","0.954","0.973","0.0","14.309117960063038","0.0","0","0.0","interacts with","CKAP2 (interacts with) KIF11","0","false","interacts with","CKAP2 (interacts with) KIF11"
"0.092","0.948","0.95","0.0","18.967191340358657","0.0","0","0.0","interacts with","CKAP2 (interacts with) NDC80","0","false","interacts with","CKAP2 (interacts with) NDC80"
"0.2","0.776","0.813","0.0","51.73517822113792","0.0","0","0.0","interacts with","CKAP2 (interacts with) NUF2","0","false","interacts with","CKAP2 (interacts with) NUF2"
"0.0","0.546","0.546","0.0","4.499481067009353","0.0","0","0.0","interacts with","CKAP2 (interacts with) SPC25","0","false","interacts with","CKAP2 (interacts with) SPC25"
"0.128","0.775","0.796","0.0","34.47619711276738","0.0","0","0.0","interacts with","CKAP2 (interacts with) MELK","0","false","interacts with","CKAP2 (interacts with) MELK"
"0.161","0.899","0.911","0.0","13.43069744833183","0.0","0","0.0","interacts with","CKAP2 (interacts with) TPX2","0","false","interacts with","CKAP2 (interacts with) TPX2"
"0.209","0.599","0.67","0.0","16.482370663999593","0.0","0","0.0","interacts with","CKAP2 (interacts with) SHCBP1","0","false","interacts with","CKAP2 (interacts with) SHCBP1"
"0.0","0.897","0.897","0.0","17.165036482958328","0.0","0","0.0","interacts with","CKAP2 (interacts with) KIF15","0","false","interacts with","CKAP2 (interacts with) KIF15"
"0.169","0.815","0.84","0.0","76.37191098418414","0.0","0","0.0","interacts with","CKAP2 (interacts with) RRM2","0","false","interacts with","CKAP2 (interacts with) RRM2"
"0.238","0.867","0.895","0.0","32.66168242302932","0.0","0","0.0","interacts with","CKAP2 (interacts with) NEK2","0","false","interacts with","CKAP2 (interacts with) NEK2"
"0.087","0.951","0.953","0.0","20.297094809908078","0.0","0","0.0","interacts with","CKAP2 (interacts with) TTK","0","false","interacts with","CKAP2 (interacts with) TTK"
"0.395","0.123","0.447","0.0","105.77127676289496","0.0","0","0.0","interacts with","CKAP2 (interacts with) GAS2L3","0","false","interacts with","CKAP2 (interacts with) GAS2L3"
"0.22","0.385","0.5","0.0","36.12101910320044","0.0","0","0.0","interacts with","CKAP2 (interacts with) PTTG1","0","false","interacts with","CKAP2 (interacts with) PTTG1"
"0.067","0.512","0.525","0.0","12.125652158135631","0.0","0","0.0","interacts with","CKAP2 (interacts with) UHRF1","0","false","interacts with","CKAP2 (interacts with) UHRF1"
"0.333","0.729","0.811","0.0","39.82311369864536","0.0","0","0.0","interacts with","CKAP2 (interacts with) HMMR","0","false","interacts with","CKAP2 (interacts with) HMMR"
"0.11","0.839","0.851","0.0","5.683163384249773","0.0","0","0.0","interacts with","CKAP2 (interacts with) PBK","0","false","interacts with","CKAP2 (interacts with) PBK"
"0.067","0.873","0.876","0.0","5.3172225707343586","0.0","0","0.0","interacts with","CKAP2 (interacts with) DEPDC1","0","false","interacts with","CKAP2 (interacts with) DEPDC1"
"0.4","0.855","0.909","0.0","7.350941350963911","0.0","0","0.0","interacts with","CKAP2 (interacts with) HJURP","0","false","interacts with","CKAP2 (interacts with) HJURP"
"0.293","0.888","0.917","0.0","9.535287521225573","0.0","0","0.0","interacts with","CKAP2 (interacts with) KIF20A","0","false","interacts with","CKAP2 (interacts with) KIF20A"
"0.324","0.933","0.953","0.0","109.56407148483778","0.0","0","0.0","interacts with","CKAP2 (interacts with) TOP2A","0","false","interacts with","CKAP2 (interacts with) TOP2A"
"0.401","0.0","0.401","0.0","814.0","0.0","0","0.0","interacts with","CLEC11A (interacts with) SLITRK6","0","false","interacts with","CLEC11A (interacts with) SLITRK6"
"0.459","0.0","0.459","0.0","1415.365815417839","0.0","0","0.0","interacts with","CLEC11A (interacts with) CXCL10","0","false","interacts with","CLEC11A (interacts with) CXCL10"
"0.488","0.0","0.499","0.0","813.9568732743505","0.061","0","0.0","interacts with","CLEC11A (interacts with) RBP7","0","false","interacts with","CLEC11A (interacts with) RBP7"
"0.518","0.0","0.518","0.0","955.1454539917772","0.0","0","0.0","interacts with","CLEC11A (interacts with) CXCL9","0","false","interacts with","CLEC11A (interacts with) CXCL9"
"0.103","0.062","0.714","0.6","814.0","0.251","0","0.0","interacts with","CNKSR2 (interacts with) MAPK1","0","false","interacts with","CNKSR2 (interacts with) MAPK1"
"0.445","0.091","0.474","0.0","572.2216718887624","0.0","0","0.0","interacts with","CNN1 (interacts with) MMP2","0","false","interacts with","CNN1 (interacts with) MMP2"
"0.535","0.0","0.535","0.0","151.89937576936757","0.0","0","0.0","interacts with","CNN1 (interacts with) MAPRE1","0","false","interacts with","CNN1 (interacts with) MAPRE1"
"0.96","0.049","0.961","0.0","281.40590715087313","0.0","0","0.0","interacts with","CNN1 (interacts with) SPC24","0","false","interacts with","CNN1 (interacts with) SPC24"
"0.497","0.076","0.587","0.0","208.38855352395038","0.182","0","0.0","interacts with","CNTN3 (interacts with) FLRT1","0","false","interacts with","CNTN3 (interacts with) FLRT1"
"0.35","0.117","0.402","0.0","693.0117930017717","0.0","0","0.0","interacts with","CNTN3 (interacts with) PCDH10","0","false","interacts with","CNTN3 (interacts with) PCDH10"
"0.418","0.065","0.432","0.0","1107.3844197377232","0.0","0","0.0","interacts with","CNTN3 (interacts with) EFEMP2","0","false","interacts with","CNTN3 (interacts with) EFEMP2"
"0.505","0.079","0.568","0.0","570.3808927384414","0.129","0","0.0","interacts with","COL28A1 (interacts with) OGN","0","false","interacts with","COL28A1 (interacts with) OGN"
"0.115","0.051","0.648","0.6","94.78713011126808","0.078","0","0.0","interacts with","COL28A1 (interacts with) PLOD2","0","false","interacts with","COL28A1 (interacts with) PLOD2"
"0.49","0.0","0.49","0.0","686.8765287762394","0.0","0","0.0","interacts with","COL28A1 (interacts with) SHCBP1","0","false","interacts with","COL28A1 (interacts with) SHCBP1"
"0.082","0.0","0.625","0.6","437.21799173591836","0.062","0","0.0","interacts with","COL28A1 (interacts with) P4HB","0","false","interacts with","COL28A1 (interacts with) P4HB"
"0.058","0.062","0.404","0.3","169.10162703063367","0.076","0","0.612","interacts with","COL28A1 (interacts with) COL4A1",,"false","interacts with","COL28A1 (interacts with) COL4A1"
"0.123","0.0","0.405","0.3","204.28528576646693","0.076","0","0.632","interacts with","COL28A1 (interacts with) COL2A1",,"false","interacts with","COL28A1 (interacts with) COL2A1"
"0.491","0.1","0.539","0.0","237.74801759624486","0.076","0","0.0","interacts with","COL2A1 (interacts with) DCN","0","false","interacts with","COL2A1 (interacts with) DCN"
"0.342","0.123","0.518","0.0","172.15359732444296","0.231","0","0.0","interacts with","COL2A1 (interacts with) MMP2","0","false","interacts with","COL2A1 (interacts with) MMP2"
"0.431","0.0","0.431","0.0","97.46681821760774","0.0","0","0.0","interacts with","COL2A1 (interacts with) NT5E","0","false","interacts with","COL2A1 (interacts with) NT5E"
"0.561","0.0","0.561","0.0","567.0612727238993","0.0","0","0.0","interacts with","COL2A1 (interacts with) HAPLN1","0","false","interacts with","COL2A1 (interacts with) HAPLN1"
"0.193","0.062","0.706","0.6","206.48610768188453","0.144","0","0.0","interacts with","COL2A1 (interacts with) PLOD2","0","false","interacts with","COL2A1 (interacts with) PLOD2"
"0.71","0.0","0.71","0.0","91.65149055006985","0.0","0","0.0","interacts with","COL2A1 (interacts with) IHH","0","false","interacts with","COL2A1 (interacts with) IHH"
"0.392","0.0","0.401","0.0","174.98156433159255","0.056","0","0.0","interacts with","COL2A1 (interacts with) FGF13","0","false","interacts with","COL2A1 (interacts with) FGF13"
"0.477","0.0","0.579","0.0","134.68205719881394","0.227","0","0.0","interacts with","COL2A1 (interacts with) MMP1","0","false","interacts with","COL2A1 (interacts with) MMP1"
"0.152","0.0","0.652","0.6","1082.253599703741","0.058","0","0.0","interacts with","COL2A1 (interacts with) P4HB","0","false","interacts with","COL2A1 (interacts with) P4HB"
"0.587","0.063","0.611","0.0","186.19173708787352","0.076","0","0.0","interacts with","COL2A1 (interacts with) FMOD","0","false","interacts with","COL2A1 (interacts with) FMOD"
"0.43","0.062","0.443","0.0","158.77553478490347","0.0","0","0.0","interacts with","COL2A1 (interacts with) CTGF","0","false","interacts with","COL2A1 (interacts with) CTGF"
"0.822","0.0","0.822","0.0","182.10072482535466","0.0","0","0.0","interacts with","COL2A1 (interacts with) RUNX2","0","false","interacts with","COL2A1 (interacts with) RUNX2"
"0.479","0.0","0.536","0.0","450.9874914095767","0.146","0","0.0","interacts with","COL2A1 (interacts with) MMP9","0","false","interacts with","COL2A1 (interacts with) MMP9"
"0.424","0.083","0.539","0.3","60.11909458246662","0.164","0","0.714","interacts with","COL2A1 (interacts with) COL4A1",,"false","interacts with","COL2A1 (interacts with) COL4A1"
"0.587","0.0","0.587","0.0","155.03902479574373","0.0","0","0.0","interacts with","COL2A1 (interacts with) SPP1","0","false","interacts with","COL2A1 (interacts with) SPP1"
"0.052","0.0","0.901","0.9","168.78313451729102","0.0","0","0.0","interacts with","COL2A1 (interacts with) SDC1","0","false","interacts with","COL2A1 (interacts with) SDC1"
"0.324","0.164","0.534","0.0","390.9677020564105","0.241","0","0.0","interacts with","COL4A1 (interacts with) DCN","0","false","interacts with","COL4A1 (interacts with) DCN"
"0.46","0.356","0.769","0.0","226.97728168042198","0.391","0","0.0","interacts with","COL4A1 (interacts with) MMP2","0","false","interacts with","COL4A1 (interacts with) MMP2"
"0.412","0.17","0.812","0.6","175.7850905672268","0.152","0","0.0","interacts with","COL4A1 (interacts with) PLOD2","0","false","interacts with","COL4A1 (interacts with) PLOD2"
"0.147","0.063","0.658","0.6","700.7193659613482","0.058","0","0.0","interacts with","COL4A1 (interacts with) P4HB","0","false","interacts with","COL4A1 (interacts with) P4HB"
"0.461","0.346","0.633","0.0","240.67688737592695","0.0","0","0.0","interacts with","COL4A1 (interacts with) CTGF","0","false","interacts with","COL4A1 (interacts with) CTGF"
"0.407","0.0","0.655","0.0","556.0498434063903","0.442","0","0.0","interacts with","COL4A1 (interacts with) MMP9","0","false","interacts with","COL4A1 (interacts with) MMP9"
"0.183","0.312","0.435","0.0","198.99611182753347","0.076","0","0.0","interacts with","COL4A1 (interacts with) EFEMP1","0","false","interacts with","COL4A1 (interacts with) EFEMP1"
"0.26","0.076","0.628","0.5","276.03428137925573","0.0","0","0.0","interacts with","COL4A1 (interacts with) SPP1","0","false","interacts with","COL4A1 (interacts with) SPP1"
"0.15","0.09","0.915","0.9","271.17161396679995","0.0","0","0.0","interacts with","COL4A1 (interacts with) SDC1","0","false","interacts with","COL4A1 (interacts with) SDC1"
"0.825","0.157","0.847","0.0","404.06984157260416","0.0","0","0.0","interacts with","CTGF (interacts with) DCN","0","false","interacts with","CTGF (interacts with) DCN"
"0.677","0.261","0.752","0.0","107.72718514532589","0.0","0","0.0","interacts with","CTGF (interacts with) MMP2","0","false","interacts with","CTGF (interacts with) MMP2"
"0.456","0.062","0.468","0.0","108.75729212728994","0.0","0","0.0","interacts with","CTGF (interacts with) MSX2","0","false","interacts with","CTGF (interacts with) MSX2"
"0.468","0.065","0.481","0.0","573.4110324581299","0.0","0","0.0","interacts with","CTGF (interacts with) FOS","0","false","interacts with","CTGF (interacts with) FOS"
"0.517","0.0","0.517","0.0","210.3325361850961","0.0","0","0.0","interacts with","CTGF (interacts with) FGF13","0","false","interacts with","CTGF (interacts with) FGF13"
"0.562","0.098","0.588","0.0","58.401767221682185","0.0","0","0.0","interacts with","CTGF (interacts with) MMP1","0","false","interacts with","CTGF (interacts with) MMP1"
"0.412","0.118","0.46","0.0","212.2298469960503","0.0","0","0.0","interacts with","CTGF (interacts with) FMOD","0","false","interacts with","CTGF (interacts with) FMOD"
"0.4","0.0","0.4","0.0","564.5895705072143","0.0","0","0.0","interacts with","CTGF (interacts with) NR3C2","0","false","interacts with","CTGF (interacts with) NR3C2"
"0.425","0.096","0.458","0.0","145.79208443084897","0.0","0","0.0","interacts with","CTGF (interacts with) TGM2","0","false","interacts with","CTGF (interacts with) TGM2"
"0.41","0.0","0.41","0.0","144.8262440721609","0.0","0","0.0","interacts with","CTGF (interacts with) MMP12","0","false","interacts with","CTGF (interacts with) MMP12"
"0.413","0.0","0.412","0.0","707.242052826593","0.0","0","0.0","interacts with","CTGF (interacts with) MOB1A","0","false","interacts with","CTGF (interacts with) MOB1A"
"0.39","0.098","0.426","0.0","177.72145035943353","0.0","0","0.0","interacts with","CTGF (interacts with) PLAU","0","false","interacts with","CTGF (interacts with) PLAU"
"0.505","0.0","0.505","0.0","134.85032311967197","0.0","0","0.0","interacts with","CTGF (interacts with) RUNX2","0","false","interacts with","CTGF (interacts with) RUNX2"
"0.272","0.335","0.516","0.0","147.51156773932908","0.079","0","0.0","interacts with","CTGF (interacts with) EFEMP1","0","false","interacts with","CTGF (interacts with) EFEMP1"
"0.507","0.135","0.555","0.0","315.36791801395816","0.0","0","0.0","interacts with","CTGF (interacts with) CXCL12","0","false","interacts with","CTGF (interacts with) CXCL12"
"0.603","0.076","0.618","0.0","774.7381077572213","0.0","0","0.0","interacts with","CTGF (interacts with) SEMA5A","0","false","interacts with","CTGF (interacts with) SEMA5A"
"0.61","0.076","0.624","0.0","111.12843251858219","0.0","0","0.0","interacts with","CTGF (interacts with) SPP1","0","false","interacts with","CTGF (interacts with) SPP1"
"0.698","0.0","0.698","0.0","292.7036267330739","0.0","0","0.0","interacts with","CTGF (interacts with) MMP9","0","false","interacts with","CTGF (interacts with) MMP9"
"0.701","0.0","0.702","0.0","161.38593108603618","0.0","0","0.0","interacts with","CTGF (interacts with) TGFBR1","0","false","interacts with","CTGF (interacts with) TGFBR1"
"0.692","0.211","0.973","0.9","514.5204225073182","0.0","0","0.0","interacts with","CTGF (interacts with) WWTR1","0","false","interacts with","CTGF (interacts with) WWTR1"
"0.533","0.088","0.568","0.0","435.5459194179242","0.068","0","0.0","interacts with","CTSV (interacts with) MYBL2","0","false","interacts with","CTSV (interacts with) MYBL2"
"0.414","0.0","0.414","0.0","139.21605219822024","0.0","0","0.0","interacts with","CTSV (interacts with) TRH","0","false","interacts with","CTSV (interacts with) TRH"
"0.292","0.062","0.495","0.3","506.03922795225276","0.0","0","0.0","interacts with","CTSV (interacts with) MMP9","0","false","interacts with","CTSV (interacts with) MMP9"
"0.483","0.062","0.556","0.0","962.5559685417074","0.158","0","0.0","interacts with","CUX2 (interacts with) PAX6","0","false","interacts with","CUX2 (interacts with) PAX6"
"0.632","0.09","0.651","0.0","414.9770364374887","0.0","0","0.0","interacts with","CUX2 (interacts with) RORB","0","false","interacts with","CUX2 (interacts with) RORB"
"0.424","0.0","0.424","0.0","610.4272361887528","0.0","0","0.0","interacts with","CXCL10 (interacts with) MMP2","0","false","interacts with","CXCL10 (interacts with) MMP2"
"0.776","0.085","0.414","0.0","48.23048729079466","0.27","0","0.793","interacts with","CXCL10 (interacts with) CXCL6","0","false","interacts with","CXCL10 (interacts with) CXCL6"
"0.712","0.153","0.973","0.9","81.39284322344842","0.0","0","0.0","interacts with","CXCL10 (interacts with) CXCL13","0","false","interacts with","CXCL10 (interacts with) CXCL13"
"0.459","0.0","0.459","0.0","641.383179236159","0.0","0","0.0","interacts with","CXCL10 (interacts with) FGF13","0","false","interacts with","CXCL10 (interacts with) FGF13"
"0.458","0.062","0.469","0.0","516.8138382017061","0.0","0","0.0","interacts with","CXCL10 (interacts with) SPP1","0","false","interacts with","CXCL10 (interacts with) SPP1"
