"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"8399",2.22848332911892,7.25526817549422,4.88352282043558,3.77665975755417e-06,0.000164874555118046,4.0861087294052,"UP"
"4907",2.62405795506981,10.5239048575478,4.87980274705958,3.83507082156687e-06,0.000166378155808976,4.07161053141262,"UP"
"11614",-2.34113223648887,5.87426184430213,-4.86415359026186,4.09055290748576e-06,0.00017492488210446,4.01069606344218,"DOWN"
"8764",-2.48030943663907,7.64772054540737,-4.85370979205977,4.27017938972411e-06,0.000181473909411459,3.97011094003734,"DOWN"
"19899",-2.37676178017799,6.69737287587995,-4.84467397349191,4.43175612463781e-06,0.000187574978738735,3.93504100428931,"DOWN"
"10670",-2.41752551819979,6.43969129137967,-4.84150716418335,4.48977822992002e-06,0.000189645318174147,3.92275955972171,"DOWN"
"3880",2.94272736478955,8.86405930910679,4.82642424377987,4.77641052724458e-06,0.000199726853050886,3.8643340133454,"UP"
"10268",-2.09494198104638,7.26560148671599,-4.81915565108262,4.92081351832914e-06,0.000204047188522737,3.83621885841909,"DOWN"
"7432",2.31441481544993,12.4813224881993,4.81051237787665,5.09805161598145e-06,0.000208979974116531,3.80282089137062,"UP"
"19216",-3.35267547191085,7.32545350527191,-4.76560606150339,6.123412299623e-06,0.000244748440935411,3.62990765406129,"DOWN"
"14986",-2.3275842304168,8.47128180112866,-4.7628963282484,6.19130906934694e-06,0.000245576800114439,3.6195064588649,"DOWN"
"12864",-2.47670441022375,4.5877481682442,-4.76199497768223,6.21405539791218e-06,0.000246010436513542,3.61604749243655,"DOWN"
"12571",3.13707170787241,9.76935305048099,4.76083989797673,6.24332338653495e-06,0.000246700125618982,3.61161543635,"UP"
"37",-2.41916901519886,5.80374504270507,-4.75748217784617,6.3291647484627e-06,0.00024861520311953,3.59873568363425,"DOWN"
"16089",-2.23049277365694,6.7647557851005,-4.75707917198799,6.3395444130076e-06,0.00024861520311953,3.597190195214,"DOWN"
"2297",-2.02396354817594,7.74680074330022,-4.74863187748782,6.5609508629707e-06,0.000256332534278615,3.56481473280169,"DOWN"
"5133",-3.01549586999451,7.5070617640967,-4.74324493928531,6.70604325979642e-06,0.000260049617955308,3.54418758109553,"DOWN"
"14216",2.54046006422831,8.81014250262652,4.73804186529762,6.84913653955798e-06,0.000262663755616492,3.52427858059214,"UP"
"5814",3.2757516169631,7.7001941579121,4.72795146332959,7.13513001121837e-06,0.000271630616734207,3.48570835665317,"UP"
"2599",-2.34063436068442,9.35515399926385,-4.71511751235125,7.51565933247486e-06,0.00028301282086701,3.43672672038913,"DOWN"
"20007",2.43617942111639,12.2861473097169,4.70551104280953,7.8133001473799e-06,0.00029158452019541,3.40011862584034,"UP"
"7051",-2.47581427162701,4.58123120726737,-4.68455446730877,8.50280207345054e-06,0.000312279277561789,3.32042380996838,"DOWN"
"5085",-3.92719327896588,6.43887072166625,-4.67820429802431,8.72313113004108e-06,0.000317382970101769,3.29632012538933,"DOWN"
"8055",3.42448717263415,7.56634947341232,4.66961706615878,9.02989818076873e-06,0.000326772478674086,3.26375856230507,"UP"
"20111",-2.34368841934882,5.97516916695993,-4.66786092992068,9.09390905381161e-06,0.00032820028099926,3.25710428898372,"DOWN"
"2086",2.34389321206468,7.28694459558652,4.66632574729459,9.15022626820247e-06,0.000329442514102679,3.25128856481633,"UP"
"19745",-2.44675431416709,4.12775494411287,-4.66606106645436,9.15997001850996e-06,0.000329442514102679,3.25028600043882,"DOWN"
"5119",-2.00545275229267,6.42111064063618,-4.64961943412236,9.78535647544856e-06,0.00034952017709218,3.18807997949915,"DOWN"
"2860",2.94892252507426,8.81605284058786,4.64909677355848,9.80590031412221e-06,0.000349654226269317,3.18610484898977,"UP"
"6974",2.24836272578826,6.79392500273426,4.6409632428155,1.01310351960276e-05,0.000358790266874282,3.1553868167941,"UP"
"16070",-2.33405778270827,7.97712797690739,-4.63815615138057,1.02456530912201e-05,0.000361981291434678,3.14479331864609,"DOWN"
"10848",-2.50971732127451,5.16879931378044,-4.63742971750544,1.02755185019906e-05,0.000362059893884014,3.14205255421243,"DOWN"
"1729",3.06003303323137,7.27238313815606,4.63630723704999,1.03218322114989e-05,0.000362465150037527,3.13781809186125,"UP"
"274",2.09371877102034,7.00464617476985,4.62400244621134,1.08429718760511e-05,0.000376951663350399,3.09144294189263,"UP"
"7282",-3.33900668599132,10.4160615435013,-4.62357365559799,1.0861584218828e-05,0.000376969382954792,3.08982832971616,"DOWN"
"12215",-2.03488413662409,4.63509801441226,-4.6176020273179,1.11240303558579e-05,0.000384795362342832,3.06735227058993,"DOWN"
"2087",-2.1558566813913,5.6465161385469,-4.61556452380484,1.121497336029e-05,0.000387297852826998,3.05968782490769,"DOWN"
"1998",-2.98158502387301,7.60254490699223,-4.61369489530713,1.12990564494326e-05,0.000389555548846001,3.0526568099746,"DOWN"
"17382",-2.08444902851095,7.26141835059426,-4.60381334036987,1.17536993012512e-05,0.000402564201067853,3.01552660188842,"DOWN"
"6513",-2.3360088756589,7.63285604193456,-4.58412745374624,1.2712802680178e-05,0.00042975877112342,2.9417113940172,"DOWN"
"8294",-2.39090976268492,4.92386535034813,-4.5834888121544,1.27451529181695e-05,0.000430154075150668,2.93932017759174,"DOWN"
"7474",-2.33139486520631,7.59763587602593,-4.58301708265239,1.27690994073581e-05,0.000430264928897774,2.93755405737961,"DOWN"
"3878",2.64515560149031,5.50604218165928,4.57579382533736,1.3141258293818e-05,0.000440446232048311,2.91052560247039,"UP"
"2826",2.00856220737328,10.2542678222637,4.57061410402173,1.34145689799006e-05,0.000446951975099919,2.89116100659577,"UP"
"16746",-3.66219157975276,5.37974642708398,-4.5685527086761,1.35248626554779e-05,0.000449906932807781,2.88345840423132,"DOWN"
"14604",2.05094802595043,9.12172344293256,4.56732452264539,1.35909925561353e-05,0.000451385692167404,2.87887025410198,"UP"
"14850",2.34869428786495,6.91883570225312,4.56316601666862,1.38172322405343e-05,0.000457440451791553,2.86334129209999,"UP"
"9084",-2.007966100072,9.27023724772614,-4.55916891752678,1.4038122333688e-05,0.000462547246007467,2.84842383612345,"DOWN"
"9259",-2.52484521004787,5.15686836309798,-4.55790907541441,1.41084497846115e-05,0.000464130107922197,2.84372379976252,"DOWN"
"16439",2.45299728842936,6.76218056020244,4.55552507819051,1.42424641428963e-05,0.000464219741952152,2.83483226904852,"UP"
"5868",2.93701173039941,8.55109450026789,4.55293658223826,1.43893685237053e-05,0.000467034393400651,2.82518149486324,"UP"
"18349",-2.25193232683989,8.0278342875881,-4.55277508369424,1.4398582431964e-05,0.000467034393400651,2.82457949434022,"DOWN"
"4269",2.95169799693859,8.86319861227298,4.55033898110132,1.45382626066985e-05,0.0004701005908725,2.81550040771334,"UP"
"11485",-2.8061749248331,7.01113539494577,-4.54436528237061,1.48863498792214e-05,0.000479124188384707,2.79325065529783,"DOWN"
"6810",-2.65463514143985,6.56354804602816,-4.54055293006522,1.51126945400719e-05,0.000484164232465318,2.77906118061593,"DOWN"
"15638",3.18890492590131,7.89418547342938,4.52566003268582,1.6029226333804e-05,0.000509605837431164,2.72370568184247,"UP"
"4255",-2.74531647190308,6.76780801144917,-4.52378520489058,1.61483463933711e-05,0.000511831301819727,2.71674565559899,"DOWN"
"7001",2.26384228685921,6.44734141213688,4.50418838480356,1.74458037450184e-05,0.000544664793382703,2.64410987364889,"UP"
"13512",-2.6116506479254,6.80085150821903,-4.50245016238588,1.75656330520189e-05,0.000546766431502602,2.63767725552308,"DOWN"
"8920",-2.5961070799234,4.30221213171918,-4.4828650308182,1.89719666872603e-05,0.000577590985812146,2.56531315337105,"DOWN"
"15185",-2.31217041296022,3.5113439050924,-4.46531287300064,2.03242675056615e-05,0.000612492831458604,2.50063967208697,"DOWN"
"10979",2.43522087597991,10.4067442721954,4.45447645174553,2.12051431978935e-05,0.000632829141937761,2.46079617325132,"UP"
"13338",-3.2550335688624,7.6012028961926,-4.4515731612599,2.1447339364445e-05,0.000638940479149074,2.4501323512547,"DOWN"
"6258",2.12997641703443,7.04161539058553,4.4473453362728,2.18048124845913e-05,0.000647736683565092,2.43461185106627,"UP"
"6103",2.08058128172271,9.5238984030118,4.44382919186995,2.2106486507245e-05,0.000653899822481348,2.42171150764824,"UP"
"17936",-2.74221388721007,6.7283643698651,-4.43768568515735,2.26432767604549e-05,0.000666935778302282,2.39918814108568,"DOWN"
"14978",2.16287801192587,9.38963315582691,4.41875842765299,2.43773167905835e-05,0.00070799615738788,2.32992897939877,"UP"
"7540",2.42888332477598,9.51579831755194,4.41836346613599,2.44148325830711e-05,0.000708098152799266,2.32848585377011,"UP"
"6186",-2.49506622952471,6.94631963306222,-4.41651736128293,2.4590926651115e-05,0.000711224245253915,2.32174164083111,"DOWN"
"3874",2.09872449024281,8.10171773275467,4.41456087585534,2.47788870871932e-05,0.000714675269672729,2.31459626407548,"UP"
"17949",2.07135828828728,8.63336434195655,4.37936098861725,2.84070570071467e-05,0.000799389939347057,2.18640788304865,"UP"
"10768",-2.45270775554614,7.78514265899452,-4.37240568614112,2.91822206275833e-05,0.000817887701680745,2.16116112176887,"DOWN"
"8717",-2.59478765099173,5.26147713089452,-4.36687372390647,2.981327583484e-05,0.000831099941077254,2.14110041198159,"DOWN"
"7261",2.60636840912428,9.11364831021022,4.35847901066098,3.0796093327317e-05,0.000852789690755384,2.11069153648739,"UP"
"1892",-2.19108331762934,6.34372619034053,-4.34724562174215,3.21602140940017e-05,0.000880031929426402,2.07006246236545,"DOWN"
"19383",2.06631641014571,11.9343070604888,4.32188334335007,3.54575294194391e-05,0.00095150462967835,1.97859623749837,"UP"
"1112",-2.16216062117854,7.79873337590134,-4.30728307894537,3.75009304414731e-05,0.000996070632032189,1.92610894652284,"DOWN"
"15433",-2.13933560611876,7.67159542243235,-4.29370856072165,3.9502155884276e-05,0.00103470804293606,1.8774190815165,"DOWN"
"612",-3.02257943000207,6.6236907937113,-4.26614603825764,4.388653910973e-05,0.00113105605250126,1.77888360606428,"DOWN"
"19212",-2.87395283786774,8.2038213334997,-4.26176746593859,4.46247931102139e-05,0.00114724282929271,1.7632708291734,"DOWN"
"18036",2.9602208825243,6.98731944390501,4.25209403382347,4.62983835271663e-05,0.00118151659138445,1.72881757896753,"UP"
"18383",-2.22845590591939,5.39091448425583,-4.24607098192964,4.7370748942197e-05,0.00120592723223999,1.70739319628716,"DOWN"
"20424",-2.41859528973398,5.51663356436501,-4.24572285614432,4.74334552638332e-05,0.00120604917266674,1.70615553744124,"DOWN"
"12555",-2.56559015253754,7.53024012727163,-4.23665258277379,4.90956642700599e-05,0.001240738000922,1.67393379748825,"DOWN"
"17294",-2.10220598218645,8.68009032527801,-4.23543304905223,4.9323381675255e-05,0.00124347469734323,1.66960512668031,"DOWN"
"6145",-2.81649342165985,8.72973859839966,-4.23111801682677,5.01372876360964e-05,0.00125747144046613,1.65429613598276,"DOWN"
"8688",2.07087048350173,10.0390293469043,4.22724446073225,5.08789078058158e-05,0.00127191161602438,1.64056271654194,"UP"
"7752",2.17930125616346,5.42742046850774,4.22387738736905,5.15321159983164e-05,0.00128208456815883,1.62863214307145,"UP"
"15157",-2.51446687361637,8.91855338976322,-4.22159171952764,5.19801184013158e-05,0.00129014777781764,1.62053711169056,"DOWN"
"19862",-3.99660161882495,9.41316585598647,-4.20052026869937,5.62904179891723e-05,0.00137581181244897,1.54605415953974,"DOWN"
"6706",2.39390741568473,8.23808532575893,4.19504149324941,5.7466197016721e-05,0.00139635482692672,1.52673076270972,"UP"
"8111",3.09036957571003,9.05124022665897,4.16923077076376,6.33300599911554e-05,0.0015141046719355,1.4359365303861,"UP"
"4780",-2.93860582316636,6.56765877867888,-4.15716481500829,6.62644428017701e-05,0.00157882237632044,1.39362793023431,"DOWN"
"7228",-2.10556014588012,6.38301731274623,-4.15146571504467,6.76954032035626e-05,0.00160923410537784,1.37367453211226,"DOWN"
"6137",-3.20492734128697,10.7693886872867,-4.14781819357817,6.86267579067596e-05,0.00162765786634438,1.36091419518279,"DOWN"
"15504",-2.84430778734855,7.11734914647247,-4.13570009118636,7.1810089959468e-05,0.00168397895643689,1.31857787326035,"DOWN"
"11048",-3.79690986323757,5.83064717686681,-4.13396578656191,7.22771090597619e-05,0.0016930242059173,1.31252602791925,"DOWN"
"2843",-2.13386360600057,6.27247907333593,-4.13087558029868,7.31164809414897e-05,0.0017054236929352,1.30174724357712,"DOWN"
"14384",-2.19343632821549,6.9790640131753,-4.12787286481524,7.3941041493389e-05,0.00172038910397579,1.29127912176204,"DOWN"
"145",-2.09917200031491,5.96235396469348,-4.12458310814365,7.48546638911144e-05,0.00173582797424117,1.27981652881224,"DOWN"
"2571",2.67662741902955,11.0776600951247,4.12323431097158,7.52323697344447e-05,0.00174132351977622,1.27511875655228,"UP"
"11579",2.25820500028136,8.66626258448852,4.11906346255628,7.64119406374479e-05,0.00176408231910667,1.2605988877903,"UP"
"20665",-2.80468858320442,6.98738746567194,-4.11442470767474,7.77446743214575e-05,0.00178885334983781,1.24446240751854,"DOWN"
"2516",-2.56872742762211,10.0121234708413,-4.11197772617694,7.84566547732243e-05,0.00179931869933659,1.23595550408514,"DOWN"
"18597",2.44505864179221,8.25453238698731,4.10969245355224,7.91272273287775e-05,0.00181070921087303,1.22801403992398,"UP"
"296",-2.41424453743931,5.35790176686089,-4.10682186658052,7.99773400284609e-05,0.00182300413256815,1.2180430365992,"DOWN"
"19910",2.48145303917093,8.94576720949832,4.10350469977642,8.09706132601683e-05,0.00183674515308251,1.20652703095616,"UP"
"17609",-3.36541313554134,5.12611889075888,-4.1003207190372,8.19351232516625e-05,0.00185660174819654,1.19547965209798,"DOWN"
"7148",2.6270346431316,11.2829169425654,4.09504918446493,8.35562673039678e-05,0.00188309059560371,1.17720261679009,"UP"
"15063",-2.25379922964932,7.0831768328835,-4.09224839075375,8.44300522992875e-05,0.00189867322794856,1.16749877507211,"DOWN"
"3335",-2.28676437723574,4.64954088722844,-4.09060170173318,8.49478639110697e-05,0.00190825708531188,1.16179574979716,"DOWN"
"3373",-3.23226815664311,9.0515621543897,-4.0897345863119,8.52217558331206e-05,0.00191234681408287,1.15879330455294,"DOWN"
"18799",-2.02864152956545,6.84807918874802,-4.08243932346277,8.75598347890361e-05,0.00195606392806506,1.13355102416061,"DOWN"
"11337",-2.86029081991038,7.08077631665446,-4.08204549489542,8.76877872639213e-05,0.00195606392806506,1.13218925993833,"DOWN"
"776",-2.01077536209689,5.27729187878759,-4.06249970062661,9.4268134156816e-05,0.00207290351180732,1.06472312819564,"DOWN"
"8296",-3.25158359414302,10.7575969224936,-4.05769409961837,9.59570226990713e-05,0.00210116618368608,1.04817131047808,"DOWN"
"13114",-2.47268764469183,3.69072060384042,-4.04418886706592,0.000100859895083544,0.00219467759166115,1.00173112603729,"DOWN"
"2929",-2.6958527592267,6.79758831545335,-4.0411821400662,0.000101983633553566,0.00221195766266821,0.99140714810301,"DOWN"
"15791",2.425116517545,6.73469545556716,4.0323522205761,0.000105353451160977,0.00226640523447953,0.961120556565766,"UP"
"974",2.48166089819128,7.84774736914395,4.02852267565773,0.000106847849420557,0.00229145171610059,0.948000118525506,"UP"
"9192",-2.85503161693602,6.67363392204873,-4.01872690326259,0.000110763324942944,0.00235601172483337,0.914479792546107,"DOWN"
"4320",-2.06844481743776,4.7754540602733,-4.01391474032601,0.000112736731147116,0.00239020414627296,0.898034622433278,"DOWN"
"4088",-3.20251546439516,7.90419324852029,-4.01368944772284,0.000112829940250976,0.00239020414627296,0.897265053550222,"DOWN"
"18255",-2.35169395631957,6.82439837172415,-4.01077863547617,0.000114040865058861,0.00240606582977278,0.887324932000956,"DOWN"
"3830",2.19203674906105,9.88770823394082,4.00182761537486,0.000117842964642266,0.00247874938960661,0.856790924366334,"UP"
"11991",4.4493217365633,6.22319966027916,3.9994971354061,0.000118852595121618,0.00248992599679334,0.848849246188489,"UP"
"19983",2.1330140700236,6.56619251995859,3.99773333061627,0.000119622220615723,0.00250101719086527,0.842840887078928,"UP"
"12543",2.14380743165187,7.25463057943471,3.99310440596872,0.000121664758309467,0.00253608301004639,0.827081731207565,"UP"
"3868",2.15864757620055,9.18214389573031,3.98439661372113,0.000125597844430334,0.00259469197660445,0.797472100821476,"UP"
"9125",-2.0560806057122,4.62084008253631,-3.98374416591512,0.000125897383475075,0.00259830239195735,0.79525543917053,"DOWN"
"12002",-3.04420651855041,3.16978509707401,-3.97617425048621,0.000129423045378393,0.00266314772426844,0.769556345088248,"DOWN"
"19898",-3.42745603494607,6.32704307177076,-3.97231969690969,0.000131254361681984,0.00269284810607452,0.756484228599622,"DOWN"
"13256",2.13730552864249,9.57735074597389,3.96886472904562,0.000132916860302173,0.00271625191259318,0.744775111221188,"UP"
"7448",-2.95365239776433,9.0645273898743,-3.96850797174607,0.000133089670448861,0.00271711695826184,0.743566460690989,"DOWN"
"5930",2.9700939911792,6.01344014205222,3.96601801326979,0.000134301777829832,0.00273917749415125,0.735132993203557,"UP"
"4456",2.57464463348687,7.36068317517565,3.95790780980707,0.000138323378699696,0.00280657859326354,0.707690635699947,"UP"
"653",-2.02686292461807,9.02045478633148,-3.94494099246552,0.000144993240409795,0.00291723597902761,0.66390048574352,"DOWN"
"20538",3.12137074805045,8.51220145062171,3.93793290345032,0.000148724827675413,0.00297792866491616,0.640277377703307,"UP"
"8795",-2.09806347292589,5.23905041823386,-3.93697326739525,0.000149242887733083,0.00298543121436476,0.637045002965514,"DOWN"
"7958",-2.45007219274539,9.57656893088976,-3.93504836718293,0.000150287246179254,0.00300286625640354,0.630563039981618,"DOWN"
"15201",-2.60166427111435,7.76339835396466,-3.91484741465707,0.000161676620870774,0.00318519768496972,0.562678406940275,"DOWN"
"17718",-2.17945833353196,4.69809321243409,-3.89819984610684,0.000171677252831175,0.00333800850882949,0.50692836805504,"DOWN"
"11715",-2.68712322293984,4.54522432734305,-3.89426691200887,0.000174124623771131,0.00338243578862876,0.49378322133895,"DOWN"
"7154",2.05801084294401,8.67932383843752,3.89397704572853,0.000174306311465751,0.0033828095339821,0.492814781858486,"UP"
"16332",-2.37475039647048,4.49762272073031,-3.87796135228351,0.00018463077826044,0.00354833345617776,0.439389470160581,"DOWN"
"20421",2.34431927312789,5.8138674123344,3.87014331335756,0.000189880001802524,0.00362425403990445,0.41336924413011,"UP"
"13167",-2.14042786571445,9.44230517600473,-3.86445583593772,0.000193787791387621,0.00367526135505994,0.39446450108366,"DOWN"
"18046",4.09888655000919,8.48226104952564,3.8625501683273,0.000195114210208139,0.00368698576531243,0.388134824645261,"UP"
"3855",-2.31603405487195,5.82708968715348,-3.85394701777246,0.000201210798962595,0.00375247755417214,0.35958834161158,"DOWN"
"579",2.9774424163967,10.4682799122261,3.85228707444126,0.000202407817253215,0.00376333963078656,0.35408586087775,"UP"
"4201",2.46467014561433,10.1989284819644,3.84348609333589,0.000208868585614166,0.00385499134039345,0.324941321721606,"UP"
"15783",2.1133160764221,8.9899813677417,3.83307974716689,0.00021676139048281,0.00397591773061809,0.290544714375488,"UP"
"1564",-2.37616717190191,4.24056674631799,-3.82852735183911,0.000220302800097453,0.00402419781511348,0.275519340677699,"DOWN"
"20549",-2.19434778405891,4.6842540304422,-3.82483659399514,0.000223214296642631,0.00406312457455082,0.263347627632179,"DOWN"
"11745",-2.90998874317828,7.20465329139278,-3.82208221256794,0.000225410957521611,0.00408881339671605,0.254269697899337,"DOWN"
"5611",-4.07591981718495,6.26971730376741,-3.82067556600487,0.000226540704041963,0.00409859567417015,0.249635538048458,"DOWN"
"7362",-3.07585152239026,7.2732239850946,-3.82041651502819,0.000226749347489978,0.00409880938553064,0.248782240552565,"DOWN"
"11358",-2.14047225530745,8.57892842159162,-3.81476684282937,0.000231345440079337,0.00415546647380487,0.23018334448018,"DOWN"
"10759",2.46986823746781,7.55364708921561,3.80899772847827,0.000236130137996088,0.00421351670405358,0.211212504951694,"UP"
"12363",-2.39531646257345,6.75715661524292,-3.8080399992869,0.000236933504706129,0.00421693246474044,0.208065242185752,"DOWN"
"4057",-2.34891326229725,6.64125726061394,-3.80740403846831,0.000237468400710983,0.00421772347922555,0.205975693233248,"DOWN"
"2398",2.23091071668551,6.24647659627309,3.80679689757363,0.000237980128961022,0.00421772347922555,0.203981080669214,"UP"
"16005",-2.24915584101347,7.18300256854456,-3.7994252848621,0.000244277609781645,0.00430722857416847,0.179782482006679,"DOWN"
"3871",2.78971317054071,6.76351255227141,3.79250225864632,0.000250336003276594,0.00439174130769317,0.157088496769638,"UP"
"8896",-2.92312916272593,8.52831243661402,-3.78024260628465,0.000261416788957055,0.00454956316565403,0.116977128342498,"DOWN"
"3869",2.7548929694162,5.28873607224569,3.76608579386838,0.000274792540223934,0.0047369866371053,0.0707802436651965,"UP"
"17004",-3.13193858395415,6.58393854416541,-3.75990883475906,0.00028083035445643,0.00482509183267385,0.0506643809580689,"DOWN"
"532",2.52328504685412,7.84743178798961,3.75498021598994,0.000285738177783082,0.00489326629453528,0.0346317387352588,"UP"
"4802",-2.82426296945069,6.32880773564754,-3.75341277562039,0.00028731601334124,0.00490817773734043,0.0295362335752918,"DOWN"
"13399",2.07000861955858,9.79328370401825,3.74859773974082,0.000292214928555127,0.0049755385709174,0.0138933562665535,"UP"
"6088",-2.0870593341921,7.30221089312848,-3.74598407050071,0.000294907257862592,0.00501192902952515,0.0054085400094408,"DOWN"
"16049",-3.34043640431218,10.1948319562157,-3.74353173837194,0.000297454811950701,0.00504413599679267,-0.00254845286017336,"DOWN"
"15915",-3.25633861701848,7.6113846237774,-3.73859371224599,0.000302648150721244,0.00511139098995879,-0.0185587197929333,"DOWN"
"11086",2.39820033169133,7.17221601968476,3.72026912326101,0.000322683002157542,0.00538425547830821,-0.0778313967619519,"UP"
"9047",-2.80855612787944,7.12614565645235,-3.71549200673614,0.000328109299019179,0.0054399267856492,-0.0932471187615231,"DOWN"
"5745",2.04923559331016,6.08747467714766,3.711925196726,0.0003322171793266,0.00548184670546523,-0.104747374177397,"UP"
"3109",2.59308655687373,7.08777978657592,3.71047140664315,0.000333905467101273,0.00550098690420642,-0.109432334894761,"UP"
"10430",-2.74258417131941,6.5021578738733,-3.70886329047715,0.00033578245875711,0.00552317055383733,-0.114612998471273,"DOWN"
"10250",-2.04100357567643,4.51413245367872,-3.70651596130203,0.000338540244535336,0.0055641373734837,-0.122172023613996,"DOWN"
"6213",-3.97561035618158,6.13845042932323,-3.7022520198487,0.000343604856432,0.00562517887605343,-0.135893733085452,"DOWN"
"16380",2.52484098919586,4.94929842142736,3.70035430153264,0.000345881968252637,0.00564768507460328,-0.141996877280708,"UP"
"10671",-2.54604728596899,4.21025734177805,-3.69961993267656,0.00034676698948586,0.00565471870716801,-0.14435799969409,"DOWN"
"14467",-2.29439017884383,8.94227190589836,-3.69476249068229,0.000352675246017945,0.0057331064192644,-0.159966520153591,"DOWN"
"12406",-2.17334498535501,4.48780883690718,-3.68945681771416,0.000359237781277418,0.00580936963782145,-0.176997484596219,"DOWN"
"18612",2.05040655404163,9.02590781897526,3.68312568507771,0.00036722028927404,0.00591872701535805,-0.197295687892681,"UP"
"13180",-2.4137235618051,6.78420107171573,-3.67538363359196,0.000377210430483129,0.00605164098950746,-0.222081236439269,"DOWN"
"1078",-2.14380792476188,5.34925067511979,-3.67473635578896,0.00037805723225949,0.00605589523428586,-0.224151638025639,"DOWN"
"1187",-2.37320160011043,4.7315045020824,-3.66818401352319,0.000386731415972708,0.006175839728693,-0.245094447042592,"DOWN"
"15794",2.7332055622359,7.25713004972387,3.66399544650273,0.000392374854386885,0.00623726257080342,-0.258467092940364,"UP"
"11331",3.03976546180396,7.88446234848375,3.65584213260525,0.000403584761203776,0.00638319992921774,-0.284464235887883,"UP"
"12651",-2.1852905530545,7.96951571770976,-3.64644923461957,0.000416875065690171,0.00655170291919405,-0.314358774665906,"DOWN"
"20224",2.68537220992174,8.17647503576439,3.62003837466125,0.00045650173907477,0.00705730676651299,-0.398099037632269,"UP"
"12242",2.60714750477267,7.61583764040728,3.61627419403182,0.000462431698102607,0.0071436778051103,-0.409995859701845,"UP"
"4390",-2.248400383612,10.008614875166,-3.61407189561686,0.000465934849892017,0.00719245909129085,-0.416951873414441,"DOWN"
"17518",4.82050926574208,8.29305510871395,3.61035293344906,0.000471907606736566,0.00726312195320197,-0.428690884432998,"UP"
"13245",2.66459520981245,6.13367645841172,3.60654116020295,0.000478104559865917,0.00732652056124269,-0.440713174149647,"UP"
"5751",-2.85285259901729,6.9856376732995,-3.57659365539768,0.000529540179519987,0.00797335119184687,-0.53482537021522,"DOWN"
"4576",-2.35489716040839,6.42076249130229,-3.57065463592458,0.000540343617249314,0.00810087507962543,-0.55341689383623,"DOWN"
"13624",-2.34776904002574,6.26297792402239,-3.56299415142491,0.000554586304215669,0.00826087639412525,-0.577361862442745,"DOWN"
"6395",2.24754862007155,5.57898876959876,3.56165527738083,0.000557111726455336,0.00828663899407566,-0.581542782126292,"UP"
"17031",-2.01235884121172,8.92225112114496,-3.54513593201792,0.000589178450283567,0.0086645847801589,-0.633027340922126,"DOWN"
"7145",-2.66787545591523,6.42622897858028,-3.54425959921973,0.000590927327800516,0.00867193141234527,-0.635753333006511,"DOWN"
"672",-2.01928288635508,13.1151194194016,-3.52664052237026,0.000627146611114079,0.00905665813442412,-0.690449109525126,"DOWN"
"15191",-2.5998824515304,6.4978502694208,-3.51988547202902,0.000641580585041728,0.00923308507457425,-0.711362686255157,"DOWN"
"11326",-2.03137791725405,5.47086578571991,-3.51858858662138,0.000644387352415717,0.00926067786522076,-0.715374244891803,"DOWN"
"10350",-2.87692545296338,3.89887389879583,-3.5130293116734,0.000656550724139912,0.00940950604231902,-0.732557228653744,"DOWN"
"7152",-2.06137896729671,4.11048814717215,-3.50331316431389,0.000678330687717302,0.00966180454242482,-0.762537465445637,"DOWN"
"15643",-2.16132757594833,3.97911198720067,-3.502989077531,0.000679068780495551,0.00966570627822239,-0.76353634943291,"DOWN"
"13101",2.61295742389616,10.6800776424881,3.49746412080071,0.000691768705280563,0.00980625699030799,-0.780553945754225,"UP"
"10866",2.36885364898933,9.08564616531609,3.49663627340074,0.000693690814571387,0.00982681464124801,-0.783102010067977,"UP"
"13045",-2.61816612644534,5.99974503903296,-3.49354886927476,0.000700903692866618,0.00992224235231438,-0.792600679190975,"DOWN"
"5635",-2.45062909424638,5.21699545375497,-3.48772334178957,0.00071470639998865,0.0100765376258386,-0.810505482248624,"DOWN"
"8675",-2.66366167215159,7.97625697234119,-3.48671829532688,0.000717113465097462,0.0101036338275978,-0.813592126331477,"DOWN"
"3986",-2.0128399200428,6.30393601765047,-3.48597410497865,0.00071890070604618,0.010121966398043,-0.815877192922239,"DOWN"
"10480",-2.07286219379261,5.36634143915505,-3.48171977174571,0.000729198731529997,0.010191164017034,-0.828932935239281,"DOWN"
"2523",2.02301730676562,8.66794232134353,3.48103004923307,0.000730881309512983,0.0102078285642511,-0.831048382213154,"UP"
"16237",-2.27788908503773,9.15517457430274,-3.480358138907,0.000732523951840044,0.0102104881791482,-0.833108880561436,"DOWN"
"19006",-2.20681445644273,6.90266716978728,-3.4801280580542,0.000733087237486266,0.0102104881791482,-0.833814380826846,"DOWN"
"17241",2.36699840072235,7.47657346893108,3.48004732235387,0.000733284991937167,0.0102104881791482,-0.834061933185728,"UP"
"7787",-4.21387804863237,6.54317169680748,-3.47894272589686,0.000735995649373469,0.0102314787706654,-0.837448400800073,"DOWN"
"4836",-2.74135696726759,6.88531101124347,-3.47620271515999,0.000742760391091111,0.0102909130965278,-0.84584506459186,"DOWN"
"16822",-2.64731970619267,7.0827753185022,-3.47525680313736,0.000745109299146481,0.0103097382361637,-0.848742569097997,"DOWN"
