"","group","filter","genes","logFC","logCPM","LR","PValue"
"14249",-1,"14249","PPP2CB",-2.8535363884683,6.45405169252737,22.7826532936218,1.81395639893803e-06
"14282",1,"14282","PPP6R2",2.18325835299248,2.95779724839815,13.5587175919354,0.000231215017976492
"14287",1,"14287","PPTC7",2.16745123563673,6.00946017124917,14.2368713862299,0.000161181277049497
"14311",1,"14311","PRDM10",2.30374301673901,2.75395462258521,16.3334513314277,5.31179741251181e-05
"14329",1,"14329","PRDX3",2.66259659213047,7.36089913125924,11.3695269610005,0.000746588894787763
"14375",1,"14375","PRKCA",2.21061174592101,2.99237960936193,15.4676624737055,8.39289320258509e-05
"14429",1,"14429","PROM2",2.15150951421743,6.30646097972342,15.23533183814,9.49110221347701e-05
"14452",-1,"14452","PRPF40A",-1.97186677218633,6.85988717147722,11.5484186181848,0.000678069057637736
"14544",-1,"14544","PSEN2",-2.2308051095237,2.24024709041094,14.8777347411742,0.000114708948243457
"14561",1,"14561","PSMA3",3.0034631982754,7.51687669240391,11.4753474697214,0.000705254604359112
"14630",-1,"14630","PTCH1",-3.47329566606384,6.29086217031026,28.8488160349866,7.82537208660474e-08
"14691",1,"14691","PTPN20",2.20452951417196,2.58162215593421,15.1914016696996,9.71447468108501e-05
"14706",1,"14706","PTPRE",2.65252977169864,4.93972691165135,12.9421170217856,0.000321271484966568
"14752",-1,"14752","PVT1",-2.14892300092729,3.31054037634399,15.1088337866481,0.00010148727116377
"14760",1,"14760","PWWP2B",2.25844462978502,3.15601154846119,16.2212879242239,5.63572489139179e-05
"14786",-1,"14786","PYROXD1",-1.77768143089238,4.47807944833849,11.2384963470848,0.00080118037047662
"14787",-1,"14787","PYROXD2",-2.33601197813568,3.10672004675243,16.6599597854354,4.47149090420024e-05
"14863",1,"14863","RAB3IP",2.80397553067333,4.18920380824914,13.1499474183783,0.000287527312055616
"14867",1,"14867","RAB40C",2.90148579257112,4.4794582193875,11.3209091258262,0.000766391817407428
"14930",1,"14930","RAI1",2.03826842733315,6.26668939784312,14.583642463833,0.000134073323647098
"14955",-1,"14955","RANBP3",-2.10329349677597,3.17492458681463,14.7288522984941,0.000124132079119222
"14993",1,"14993","RASAL1",2.39893331780939,3.57906720045645,12.2442057746599,0.000466705144113124
"15041",1,"15041","RBBP9",2.16254073869083,3.27137118173648,15.4002994220647,8.69745112849745e-05
"15051",-1,"15051","RBL2",-2.3987846511592,6.66650484939251,12.4555766551526,0.000416745693536987
"15084",-1,"15084","RBM47",-2.10322027213947,2.86080986333629,14.5261490141382,0.000138227506916327
"15087",-1,"15087","RBM5",-2.02449999414482,5.59804866367157,13.8025597278676,0.000203059386369241
"15093",-1,"15093","RBMS3",-2.08713310454065,3.65055903489918,12.4818216942929,0.000410931268589358
"15120",1,"15120","RCBTB1",2.26441504920373,2.71914300733434,15.5921634596019,7.85795869371755e-05
"15121",1,"15121","RCBTB2",2.58808203157718,3.63263623631644,17.3141251494463,3.16823047561974e-05
"15139",-1,"15139","RDH11",-2.06877575499624,5.7642054273517,14.299149227699,0.000155935339669011
"15233",1,"15233","RGCC",3.31358197972001,6.66667346912443,28.3896880113834,9.91922613161881e-08
"15260",-1,"15260","RGS5",-3.1359185045162,6.48118453817738,24.4477948259923,7.63508519962387e-07
"15272",-1,"15272","RHBDF1",-2.21467753375258,3.24381759648441,15.7276089246356,7.31486625363915e-05
"15281",1,"15281","RHEB",2.79571255856514,7.35015358373129,12.5552128387471,0.000395102595112551
"15314",-1,"15314","RIDA",-1.93633093818415,3.49420895421716,12.2592432855021,0.000462959207369116
"15336",-1,"15336","RIOK3",-3.3413490487639,6.05564732835046,28.0477917520748,1.18356088091363e-07
"15461",-1,"15461","RNF31",-1.99683507990115,2.3370991107289,11.4500067463737,0.00071493740107569
"15473",-1,"15473","RNF6",-2.23059613840158,5.72591542838932,17.1006044272451,3.54510207669898e-05
"15504",-1,"15504","RORB",-2.96054310015415,4.51616280511947,11.766757561344,0.00060297921007282
"15523",-1,"15523","RPF1",-1.78162682769342,5.01298617373523,11.3740637248946,0.000744767568086844
"15537",-1,"15537","RPL13",-4.50763121032012,9.65323436574654,13.4140718013716,0.000249743710611987
"15543",1,"15543","RPL18",5.16297961745311,9.4245854171121,21.1662246184536,4.21120936679258e-06
"15567",-1,"15567","RPL35A",-4.19268117781371,9.92485543374336,11.7387525499148,0.000612120381901047
"15609",-1,"15609","RPS14",-4.33524695469869,9.93806746358181,12.8890129052499,0.000330516704222535
"15638",-1,"15638","RPS6KA2",-2.63997162999572,4.10486043573034,12.023921353089,0.000525220849483606
"15650",-1,"15650","RPS9",-4.33601553214691,8.45563136132924,38.823001533081,4.64027650736936e-10
"15751",1,"15751","RUNX3",2.29260095571595,4.10628689067215,11.011052674003,0.000905701949874608
"15799",-1,"15799","S1PR2",-2.16679121587647,2.07514485313182,13.9698893159715,0.000185761929973019
"15803",1,"15803","SAA4",2.01593608604782,4.84743875438481,12.6677502554195,0.000372016898221736
"15826",1,"15826","SAMD4A",2.27748645099761,3.08293291040586,14.5209065471548,0.00013861268881243
"15875",1,"15875","SC5D",2.86919963838735,5.33676181532747,23.4459310332639,1.28474167823273e-06
"15899",1,"15899","SCAT1",1.90159004955758,1.3366492548356,11.9857700059208,0.000536083363612496
"15901",1,"15901","SCD",2.35389737665348,3.49616554553845,16.0891833555465,6.04282014212456e-05
"15941",1,"15941","SCNN1A",3.73486759563216,6.54735852195664,16.516214836411,4.82358023943291e-05
"15952",1,"15952","SCPEP1",2.25985665485484,5.19162525968243,15.6975959591251,7.43185693994638e-05
"15991",1,"15991","SDHD",2.0988020353568,6.18193072097032,14.9379640757057,0.000111104563869663
"16040",-1,"16040","SELE",-3.39368301621151,3.59931756810509,12.9268968042664,0.000323894282254733
"16096",1,"16096","SEPTIN2",2.5572691228237,6.96313637678849,17.9361529559374,2.28440303873052e-05
"16110",-1,"16110","SERF2",-1.87836280435327,7.90660759564224,10.8256983856142,0.00100100929229611
"16119",-1,"16119","SERPINA1",-1.75143946747137,5.39689117621466,11.9037282784233,0.00056021702490726
"16200",-1,"16200","SFRP4",-3.10948169557063,8.8703643486131,19.2802033883327,1.12870591769168e-05
"16286",-1,"16286","SHANK3",-2.24331262369175,2.40769551118901,15.0700712450345,0.000103592796037925
"16363",1,"16363","SIPA1L3",2.31184924806974,3.50921830031072,15.6062593137368,7.79959732713704e-05
"16389",1,"16389","SKAP1-AS2",2.19726620499207,3.68859222003073,14.6146436904496,0.000131885730136717
"16396",1,"16396","SKIL",2.44985665045757,7.07781895565227,12.1940295258408,0.000479427107194743
"16407",1,"16407","SLAMF9",2.10890594431555,2.04850088567929,12.1885679982053,0.000480832806674879
"16461",-1,"16461","SLC18A2",-2.54201312160305,3.0233384087251,11.770373009708,0.000601809174522799
"16468",-1,"16468","SLC1A2",-2.22972356061941,3.48752613054944,14.7293896825004,0.000124096702330775
"16584",1,"16584","SLC2A1",2.45680475261502,6.05588420648202,13.2610782440498,0.000270973745247117
"16594",1,"16594","SLC2A5",2.22139898950452,6.37293779464969,16.0873672450736,6.04861807266113e-05
"16598",-1,"16598","SLC30A1",-3.88912034204238,6.03642549365005,11.1323930339185,0.000848330749283641
"16616",1,"16616","SLC35A2",1.71069864507668,5.1550071068267,10.8799749659815,0.000972095604212049
"16649",1,"16649","SLC38A1",2.75695403190894,7.62048961590417,11.3404800415193,0.000758357186012655
"16673",1,"16673","SLC39A8",3.31597586612096,6.78465390886157,27.1970662559788,1.83737269429523e-07
"16693",1,"16693","SLC45A4",2.7024151956962,3.91916797695482,12.8306126019385,0.00034099409388441
"16792",-1,"16792","SLCO1B3",-2.65791961603854,5.65366085680582,19.6858107383616,9.12766016467949e-06
"16797",1,"16797","SLCO4A1",3.5551693191652,5.70202377927236,23.1037240213367,1.53493126761836e-06
"16840",1,"16840","SMAD6",2.08618050963909,2.60721254383142,12.6906238099437,0.00036749365102006
"16876",1,"16876","SMG1",1.8392367483527,5.65120285992726,12.0006633686294,0.000531816170769909
"16944",1,"16944","SNAP23",2.39183111635697,7.02298969337346,11.2256611072861,0.000806740308791486
"17043",1,"17043","SNX18",2.52845963888257,5.6301599650772,19.0314679479354,1.28580428746343e-05
"17060",1,"17060","SNX5",3.96937242989691,6.16175408109448,11.3543748476256,0.00075270453289035
"17117",-1,"17117","SOX4",-2.30242078137066,5.53799652138068,16.1862661771353,5.74088246606077e-05
"17145",-1,"17145","SPACA9",-1.89697528652551,1.83352244367165,11.719546814306,0.000618470140939205
"17299",1,"17299","SPTBN1",1.98183976714168,6.91044855316722,11.7109618804973,0.00062132994576664
"17318",1,"17318","SRC",1.87989831761747,3.28435033912717,10.8057670709451,0.00101184391251797
"17357",1,"17357","SRRM2",2.25730873236067,6.45485139703132,15.6156131275879,7.76111041783889e-05
"17372",1,"17372","SRSF7",2.23840432866382,6.46815842315616,14.638085953789,0.000130255422736654
"17389",1,"17389","SSH2",2.34743024291708,3.6351403602091,11.1040123183936,0.000861411523976996
"17474",1,"17474","STAT1",3.70039774663205,7.81372360217474,13.4278945905528,0.000247910192857741
"17475",1,"17475","STAT2",2.75303283779075,6.96364282200312,13.0502444759119,0.000303244821619529
"17476",1,"17476","STAT3",2.26086656506692,6.4394749627611,16.7895306089564,4.17630806998934e-05
"17508",-1,"17508","STK24",-4.18623646702589,6.51605101796892,11.7584493243511,0.000605676643296956
"17629",1,"17629","SUN3",2.15438243517669,1.4661499243692,12.8059307943483,0.000345522268805474
"17681",-1,"17681","SYF2",-1.75469055956738,5.56881437407941,11.918637193549,0.000555751223640754
"17697",1,"17697","SYNGR2",2.50371152067813,5.72236010834102,19.0486470247941,1.2742808699729e-05
"17705",-1,"17705","SYNPO2",-4.06046670316205,6.5053971693203,10.9189200218355,0.000951870838580219
"17734",-1,"17734","SYTL5",-2.56181742348943,3.62229622326772,14.9791136099985,0.000108707753073431
"17753",-1,"17753","TACO1",-2.77157886292199,3.94829705343805,10.9425514615293,0.000939806611773191
"17763",-1,"17763","TAF10",-2.01575511978129,6.32561470209069,14.1709808834455,0.000166925192149346
"17801",-1,"17801","TANC1",-3.16300907998055,6.8636548976539,14.3078220898249,0.000155218553673016
"17914",-1,"17914","TBX2-AS1",-2.12428434164719,1.1776187014428,12.600160435385,0.000385713646312051
"17918",-1,"17918","TBX3",-4.2500295217532,6.54887147201307,12.4046011860425,0.000428277266209612
"17926",-1,"17926","TC2N",-2.45164755270953,3.90046360485633,11.8135684248161,0.000588006264095116
"17932",1,"17932","TCEA1",4.11343472350481,7.44611136430782,19.5460861070499,9.82017218049713e-06
"17967",-1,"17967","TCN1",-2.17528946251612,3.59601871551443,11.1574610284641,0.000836943880688981
"18015",-1,"18015","TEF",-2.23893397984811,2.9512755362545,14.5848539903482,0.000133987150548548
"18018",-1,"18018","TEKT1",-1.78520831608787,1.90449938371814,11.3179685641224,0.000767606444731283
"18102",-1,"18102","TFB2M",-2.8416884705793,4.37636637205959,11.4847056744905,0.00070171238427555
"18120",1,"18120","TFRC",3.94019663615706,6.40309105229761,11.3445003398506,0.000756717261798003
"18123",1,"18123","TGFA",1.91929780975953,4.75894084457701,13.0400798641645,0.000304895094237431
"18208",-1,"18208","TIE1",-3.26055726677101,4.15811246864342,14.6358209639219,0.000130412053458893
"18224",-1,"18224","TIMM13",-2.63450754936539,3.46064751172682,18.8540066987943,1.41114373513722e-05
"18267",-1,"18267","TLE1",-2.30646011892768,6.53932746181303,17.1728868130228,3.41272646651401e-05
"18375",1,"18375","TMEM126B",2.25567402143132,5.87593536599733,16.1485868282902,5.8562246684379e-05
"18600",1,"18600","TMSB10",5.70760481509835,10.4397946015084,25.4009024067488,4.65700219375688e-07
"18618",1,"18618","TNF",2.02989818920455,5.36007335822841,13.1417467346291,0.000288788505704756
"18700",-1,"18700","TOB2",-2.38634407257505,2.7319892613344,15.4480649034693,8.48037286368479e-05
"18771",-1,"18771","TPM3",-2.59590719801369,7.31917841139876,12.0876505388378,0.000507568934945131
"18841",-1,"18841","TRAPPC4",-2.07791709918082,3.15100045271179,12.3853588715113,0.00043271346217534
"18903",-1,"18903","TRIB1",-3.949219976857,6.68550319128102,16.8647739758682,4.01396557807076e-05
"18905",1,"18905","TRIB3",2.67680472145129,5.01269107533298,14.4318824096703,0.000145321102481487
"18924",-1,"18924","TRIM29",-2.36945050004226,2.90049103846918,16.8394829032099,4.06781239151968e-05
"18937",1,"18937","TRIM44",1.80834252493338,5.54369408982077,11.8152788733726,0.000587466325552961
"19086",-1,"19086","TSPAN8",-3.5304177498791,5.43240382323923,11.2758381396193,0.000785223951223735
"19120",1,"19120","TTC17",2.69823672020235,4.37026464743709,12.6902969901322,0.000367557887434311
"19192",1,"19192","TUBA1B",4.36157266040056,8.07650173022356,38.7052399995497,4.92884092212948e-10
"19215",1,"19215","TUBGCP2",1.80205726335276,5.08614561414923,11.621735308641,0.00065185555732038
"19226",-1,"19226","TULP4",-2.27548354074985,5.47210498283813,16.9024509712122,3.93507393086293e-05
"19243",-1,"19243","TWIST2",-1.78997691212774,5.12519277946696,11.5410048098555,0.000680778362488384
"19339",-1,"19339","UBE2S",-2.94265438567351,4.49802679612103,12.294408151317,0.00045431741615771
"19444",-1,"19444","UNC13D",-1.87524313005281,1.41910849111815,10.9929627230396,0.000914584908775769
"19480",-1,"19480","UQCRB",-4.5825343018043,8.88550392180479,11.6907597749215,0.000628112454352183
"19534",1,"19534","USP33",3.80193354075922,6.02192744815383,11.1253749579544,0.000851546601898643
"19565",-1,"19565","UST",-2.73532893531873,4.18997108587471,10.9046898646285,0.000959210976775456
"19578",-1,"19578","UTP6",-3.93449071234892,4.77962819302357,10.9753211539932,0.000923332526374259
"19591",1,"19591","VAMP1",2.08741628463869,3.65339421637903,11.5088485814496,0.000692656699580781
"19613",1,"19613","VAV3",3.14379469607416,7.29299263151713,11.633259094821,0.000647829463265336
"19618",1,"19618","VCL",4.73364014875689,7.31218058269365,18.7041853026274,1.52647070966336e-05
"19625",-1,"19625","VDAC3",-4.2031342568369,7.14182833045944,13.5687751835944,0.000229979398736737
"19712",-1,"19712","VSIG1",-2.14908977307593,3.50842306787782,11.4699221233651,0.000707316445101447
"19744",-1,"19744","VWF",-3.32242498189513,6.22406607973897,27.6972580176298,1.41863650244869e-07
"19763",-1,"19763","WASL",-2.21007855091932,3.56193731483842,15.8451544660936,6.87423340202901e-05
"19819",-1,"19819","WDR72",-2.32265936106107,3.50404424023127,16.7550024800289,4.25299863228424e-05
"19829",-1,"19829","WDR86",-2.37457189349959,3.33181061218947,15.8293187914141,6.93200255332845e-05
"19918",-1,"19918","XCL1",-2.21237689491734,3.5682816960743,13.1642856499422,0.00028533554281141
"19967",-1,"19967","YBX3",-4.24034128561669,6.89466192275831,12.0549628918378,0.000516546764764654
"19971",1,"19971","YES1",4.12746161045025,7.51582585121391,20.605679111089,5.64284744172595e-06
"20004",1,"20004","YWHAH",1.81369660757198,5.32779627802919,12.1233769299079,0.000497936512081206
"20014",-1,"20014","ZBBX",-3.06682119925137,2.95119864854443,21.3393538845058,3.84751440335895e-06
"20023",1,"20023","ZBED6",2.2574628099964,2.80570593047001,15.731112454637,7.30133078931503e-05
"20046",-1,"20046","ZBTB33",-3.0677461265455,5.19190722738033,24.5843505436462,7.11270269816776e-07
"20049",-1,"20049","ZBTB38",-2.45246755125628,7.13485827881337,10.9901203338398,0.000915988631837458
"20088",-1,"20088","ZC3H4",-4.02994803327096,5.06478742372615,11.3318393073904,0.000761894000980399
"20094",-1,"20094","ZC3HAV1L",-3.23642231475604,5.29086302793112,25.2370701571809,5.06983087953057e-07
"20149",1,"20149","ZFAND5",2.77259264325747,7.81389243571346,11.7664785178215,0.00060306960988773
"20167",1,"20167","ZFP36L2",2.16445778707871,6.58063437676177,16.2786269963901,5.46772149653271e-05
"20227",-1,"20227","ZMIZ1",-2.87049172284972,7.46830527317942,11.9007303061009,0.000561119400468628
"20242",1,"20242","ZMYND8",2.00476004186301,5.58824509560481,13.9504162044395,0.000187696095614827
"20361",-1,"20361","ZNF292",-1.69813168273461,4.29466977902406,11.0308326560493,0.000896088894813367
"20362",-1,"20362","ZNF295-AS1",-1.91724582555854,1.43987485519757,12.1993284536514,0.000478067222045504
"20372",1,"20372","ZNF316",2.08563623857584,1.66236266545009,13.2309857551304,0.000275358958905758
"20420",1,"20420","ZNF395",2.68980266522191,6.06507163783828,21.2041835407622,4.12862341541625e-06
"20725",-1,"20725","ZNF829",-2.95360487471308,2.74754599740245,10.816711767037,0.00100587979935718
"20765",-1,"20765","ZNRF2",-2.08766897120274,3.75430915236475,11.1696551584951,0.000831460801231981
"20820",1,"20820","ZYG11A",1.94912620841432,1.94777875690895,11.0203683745998,0.000901161606940622
